,0,1,2,3,4
290,Verilen Nakit Avans ve Borçlardan Geri Ödemeler,,,,
291,,İlişkili Taraflara Verilen Nakit Avans ve Borçlardan Geri Ödemeler,,,
292,İlişkili Taraflara Verilen Nakit Avans ve Borçlardan Geri Ödemeler,,,,
293,,Diğer Verilen Nakit Avans ve Borçlardan Geri Ödemeler,,,
294,Diğer Verilen Nakit Avans ve Borçlardan Geri Ödemeler,,,,
295,,Türev Araçlardan Nakit Girişleri,,,
296,Türev Araçlardan Nakit Girişleri,,,,
297,,Türev Araçlardan Nakit Çıkışları,,,
298,Türev Araçlardan Nakit Çıkışları,,,,
299,,Devlet Teşviklerinden Elde Edilen Nakit Girişleri,,,
300,Devlet Teşviklerinden Elde Edilen Nakit Girişleri,,,,
301,,Alınan Temettüler,,0,111.741
302,Alınan Temettüler,,,,
303,,Ödenen Faiz,,,
304,Ödenen Faiz,,,,
305,,Alınan Faiz,,472.562,190.580
306,Alınan Faiz,,,,
307,,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Çıkışları,,-2.091.343,-1.865.948
308,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Çıkışları,,,,
309,,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Girişleri,,,
310,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Girişleri,,,,
311,,Vergi İadeleri (Ödemeleri),,,
312,Vergi İadeleri (Ödemeleri),,,,
313,,Diğer Nakit Girişleri (Çıkışları),,331.683,-151.082
314,Diğer Nakit Girişleri (Çıkışları),,,,
315,,Durdurulan Faaliyetlere İlişkin Net Nakit Akışları,,,
316,Durdurulan Faaliyetlere İlişkin Net Nakit Akışları,,,,
317,,FİNANSMAN FAALİYETLERİNDEN NAKİT AKIŞLARI,,-5.137.263,-80.325
318,FİNANSMAN FAALİYETLERİNDEN NAKİT AKIŞLARI,,,,
319,,Bağlı Ortaklıklardaki Kontrolün Kaybına Yol Açmayan Şekilde Ortaklık Payları Değişmelerinden Kaynaklanan Nakit Girişleri,,,
320,Bağlı Ortaklıklardaki Kontrolün Kaybına Yol Açmayan Şekilde Ortaklık Payları Değişmelerinden Kaynaklanan Nakit Girişleri,,,,
321,,Bağlı Ortaklıklardaki Kontrolün Kaybına Yol Açmayan Şekilde Ortaklık Payları Değişmelerinden Kaynaklanan Nakit Çıkışları,,,
322,Bağlı Ortaklıklardaki Kontrolün Kaybına Yol Açmayan Şekilde Ortaklık Payları Değişmelerinden Kaynaklanan Nakit Çıkışları,,,,
323,,Pay ve Diğer Özkaynağa Dayalı Araçların İhracından Kaynaklanan Nakit Girişleri,,,
324,Pay ve Diğer Özkaynağa Dayalı Araçların İhracından Kaynaklanan Nakit Girişleri,,,,
325,,Pay İhracından Kaynaklanan Nakit Girişleri,,,
326,Pay İhracından Kaynaklanan Nakit Girişleri,,,,
327,,Diğer Özkaynağa Dayalı Araçların İhracından Kaynaklanan Nakit Girişleri,,,
328,Diğer Özkaynağa Dayalı Araçların İhracından Kaynaklanan Nakit Girişleri,,,,
329,,Sermaye Avanslarından Nakit Girişleri,,,
330,Sermaye Avanslarından Nakit Girişleri,,,,
331,,İşletmenin Kendi Paylarını ve Diğer Özkaynağa Dayalı Araçlarını Almasıyla İlgili Nakit Çıkışları,,-307.122,-1.122.756
332,İşletmenin Kendi Paylarını ve Diğer Özkaynağa Dayalı Araçlarını Almasıyla İlgili Nakit Çıkışları,,,,
333,,İşletmenin Kendi Paylarını Almasından Kaynaklanan Nakit Çıkışları,,,
334,İşletmenin Kendi Paylarını Almasından Kaynaklanan Nakit Çıkışları,,,,
335,,İşletmenin Diğer Özkaynağa Dayalı Araçlarını Almasından Kaynaklanan Nakit Çıkışları,,,
336,İşletmenin Diğer Özkaynağa Dayalı Araçlarını Almasından Kaynaklanan Nakit Çıkışları,,,,
337,,Karşılıklı İştirak Paylarındaki Değişimden Kaynaklanan Nakit Çıkışları,,,
338,Karşılıklı İştirak Paylarındaki Değişimden Kaynaklanan Nakit Çıkışları,,,,
339,,İşletmenin Kendi Paylarını ve Diğer Özkaynağa Dayalı Araçlarını Satmasından Kaynaklanan Nakit Girişleri,,595.000,0
340,İşletmenin Kendi Paylarını ve Diğer Özkaynağa Dayalı Araçlarını Satmasından Kaynaklanan Nakit Girişleri,,,,
341,,Geri Alınan Payların Satışından Kaynaklanan Nakit Girişleri,,,
342,Geri Alınan Payların Satışından Kaynaklanan Nakit Girişleri,,,,
343,,İşletmenin Aldığı Diğer Özkaynağa Dayalı Araçlarını Satmasından Kaynaklanan Nakit Girişleri,,,
344,İşletmenin Aldığı Diğer Özkaynağa Dayalı Araçlarını Satmasından Kaynaklanan Nakit Girişleri,,,,
345,,Karşılıklı İştirak Paylarındaki Değişimden Kaynaklanan Nakit Girişleri,,,
346,Karşılıklı İştirak Paylarındaki Değişimden Kaynaklanan Nakit Girişleri,,,,
347,,Ortak Kontrole Tabi İşletmelerin Birleşme Etkisinden Kaynaklanan Nakit Girişleri (Çıkışları),,,
348,Ortak Kontrole Tabi İşletmelerin Birleşme Etkisinden Kaynaklanan Nakit Girişleri (Çıkışları),,,,
349,,Borçlanmadan Kaynaklanan Nakit Girişleri,7,12.216.348,10.682.001
350,Borçlanmadan Kaynaklanan Nakit Girişleri,,,,
351,,Kredilerden Nakit Girişleri,,,
352,Kredilerden Nakit Girişleri,,,,
353,,İhraç Edilen Borçlanma Araçlarından Nakit Girişleri,,,
354,İhraç Edilen Borçlanma Araçlarından Nakit Girişleri,,,,
355,,Faktoring İşlemlerinden Nakit Girişleri,,,
356,Faktoring İşlemlerinden Nakit Girişleri,,,,
357,,Diğer Finansal Borçlanmalardan Nakit Girişleri,,,
358,Diğer Finansal Borçlanmalardan Nakit Girişleri,,,,
359,,Borç Ödemelerine İlişkin Nakit Çıkışları,7,-11.895.577,-6.901.991
360,Borç Ödemelerine İlişkin Nakit Çıkışları,,,,
361,,Kredi Geri Ödemelerine İlişkin Nakit Çıkışları,,,
362,Kredi Geri Ödemelerine İlişkin Nakit Çıkışları,,,,
363,,İhraç Edilmiş Borçlanma Araçları Geri Ödemelerinden Nakit Çıkışları,,,
364,İhraç Edilmiş Borçlanma Araçları Geri Ödemelerinden Nakit Çıkışları,,,,
365,,Faktoring İşlemlerinden Nakit Çıkışları,,,
366,Faktoring İşlemlerinden Nakit Çıkışları,,,,
367,,Diğer Finansal Borç Ödemelerinden Nakit Çıkışları,,,
368,Diğer Finansal Borç Ödemelerinden Nakit Çıkışları,,,,
369,,İlişkili Taraflardan Alınan Diğer Borçlardaki Artış,,,
370,İlişkili Taraflardan Alınan Diğer Borçlardaki Artış,,,,
371,,İlişkili Taraflardan Alınan Diğer Borçlardaki Azalış,,,
372,İlişkili Taraflardan Alınan Diğer Borçlardaki Azalış,,,,
373,,Kira Sözleşmelerinden Kaynaklanan Borç Ödemelerine İlişkin Nakit Çıkışları,7,-282.599,-158.157
374,Kira Sözleşmelerinden Kaynaklanan Borç Ödemelerine İlişkin Nakit Çıkışları,,,,
375,,Türev Araçlardan Nakit Girişleri,,,
376,Türev Araçlardan Nakit Girişleri,,,,
377,,Türev Araçlardan Nakit Çıkışları,,,
378,Türev Araçlardan Nakit Çıkışları,,,,
379,,Devlet Teşviklerinden Elde Edilen Nakit Girişleri,,,
380,Devlet Teşviklerinden Elde Edilen Nakit Girişleri,,,,
381,,Ödenen Temettüler,,-3.065.007,-1.611.111
382,Ödenen Temettüler,,,,
383,,Ödenen Faiz,,-2.398.306,-968.311
384,Ödenen Faiz,,,,
385,,Alınan Faiz,,,
386,Alınan Faiz,,,,
387,,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Çıkışları,,,
388,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Çıkışları,,,,
389,,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Girişleri,,,
390,Katılım (Kar) Payı ve Diğer Finansal Araçlardan Nakit Girişleri,,,,
391,,Vergi İadeleri (Ödemeleri),,,
392,Vergi İadeleri (Ödemeleri),,,,
393,,Diğer Nakit Girişleri (Çıkışları),,,
394,Diğer Nakit Girişleri (Çıkışları),,,,
395,,Durdurulan Faaliyetlere İlişkin Net Nakit Akışları,,,
396,Durdurulan Faaliyetlere İlişkin Net Nakit Akışları,,,,
397,,YABANCI PARA ÇEVRİM FARKLARININ ETKİSİNDEN ÖNCE NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ),,-6.032.609,320.012
398,YABANCI PARA ÇEVRİM FARKLARININ ETKİSİNDEN ÖNCE NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ),,,,
399,,Yabancı Para Çevrim Farklarının Nakit ve Nakit Benzerleri Üzerindeki Etkisi,,1.958.078,2.155.236
400,Yabancı Para Çevrim Farklarının Nakit ve Nakit Benzerleri Üzerindeki Etkisi,,,,
401,,NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ),,-4.074.531,2.475.248
402,NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ),,,,
403,,DÖNEM BAŞI NAKİT VE NAKİT BENZERLERİ,5,25.240.755,12.819.239
404,DÖNEM BAŞI NAKİT VE NAKİT BENZERLERİ,,,,
405,,DÖNEM SONU NAKİT VE NAKİT BENZERLERİ,5,21.166.224,15.294.487
406,DÖNEM SONU NAKİT VE NAKİT BENZERLERİ,,,,
